Identificacao_do_veiculo,Codigo_evento,Data_de_Inicio_do_protesto,Cidade,Local,Base_social,Base_social_2,Alvo_protesto,Ocupação/Atividade,Objetivo_1,Objetivo_2,Ambito_do_Protesto,Capilaridade,Unidade_Capilaridade,N_Part,Data_termino_do_protesto,Org,Org_2,Org_3,Tipo_Protesto,Confronto_entre_manifestantes,Depredacao,Presenca_policia,Repressao_policial,Detidos,Feridos,Mortos
20130801FSPA09_1,20130731TERR01,2013-07-31,Borebi,fazendo Santo Henrique,Sem Terra,,Outros Grupos da Sociedade,,reivindicação_de_área_para_reforma_agrária,,Local,1,Bairros,300,,Movimento dos Trabalhadores Rurais Sem Terra,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20130801FSPA12_1,20130731NMEN01,2013-07-31,Rio de Janeiro,sede do Ministério Público Estadual,Não Mencionada,,GOV. Estadual,,abertura_de_inquéritos_para_apurar_violência_Policial,auditoria_nas_contas_do_Estado,Local,1,Bairros,500,2013-07-31,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,NM,NM,NM
20130802FSPA04_1,20130801TERR01,2013-08-01,Rio de Janeiro,Leblon,Moradores,,Gov. Estadual,,contra_desaparecimento_de_Amarildo,contra_governador_Sergio_Cabral,Local,1,Bairros,99,2013-08-01,Ocupa Cabral,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,NM,NM,NM
20130802FSPA06_1,20130801NMEN01,2013-08-01,São Paulo,Av Paulista,Não Mencionada,,GOV. Estadual,,contra_governador_Geraldo_Alckmin,contra_governador_Sergio_Cabral,Local,1,Bairros,500,2013-08-01,Convocado pela Internet,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,Sim,Sim,NM
20130803FSPA06_1,20130802NMEN01,2013-08-02,São Paulo,Assembleia Legislativa de São Paulo,Não Mencionada,,GOV. Estadual,,contra_governador_Geraldo_Alckmin,contra_governador_Sergio_Cabral,Local,1,Bairros,1,2013-08-02,,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,NM,Sim,NM
20130805FSPA06_1,20130802NMEN02,2013-08-02,São Paulo,Palácio dos Bandeirantes,Não Mencionada,,GOV. Estadual,,pedido_de_cpi_dos_transportes,investigação_das_denúncias_de_superfaturação_do_metrÔ,Local,1,Bairros,25,,Ocupa Alckmin,,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20130806FSPA08_1,20130805TERR01,2013-08-05,Rio de Janeiro,antigo Museu do Índio,Indígenas,,Gov. Estadual,,reunião_com_secretária_de_cultura,,Local,1,Bairros,40,,,,,Ocupação de Órgão Público,NM,NM,Sim,Não,NM,NM,NM
20130806FSPC09_1,20130805OCUP01,2013-08-05,Rio de Janeiro,Rio de Janeiro,Trabalhadores,,Gov. Estadual,Forças de segurança e familiares,melhores_condições_de_trabalho,reajuste_salarial,Local,1,Bairros,99,2013-08-06,,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20130807FSPB05_1,20130806OCUP01,2013-08-06,São Paulo,Av Paulista,Trabalhadores,,Legislativo,Indústria,contra_projeto_que_regulamenta_terceirização,,Local,1,Bairros,99,2013-08-06,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130808FSPA12_1,20130807NMEN01,2013-08-07,Rio de Janeiro,TV Globo,Não Mencionada,,Outros Grupos da Sociedade,,nada_consta,,Local,1,Bairros,40,2013-08-07,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,NM,NM,NM
20130808FSPC05_1,20130807IDEN01,2013-08-07,São Paulo,prefeitura de São Paulo,Deficientes,,Gov. Municipal,,acessibilidade_e_educação_especial,,Local,1,Bairros,99,2013-08-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130808FSPC09_1,20130807OCUP01,2013-08-07,São Paulo,Aeroporto de Congonhas,Trabalhadores,,Patronato,Comércio e Serviço,contra_demissões,,Local,1,Bairros,200,2013-08-07,Sindicato Nacional dos Aeronautas,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130809FSPC06_1,20130808OCUP01,2013-08-08,São Paulo,São Paulo,Trabalhadores,,GOV. Estadual,Forças de segurança e familiares,rejuste_salarial,melhores_condições_de_trabalho,Estadual,1,Estados,99,,Associação dos Delegados de Polícia do Estado de São Paulo,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20130809FSPC07_1,20130808NMEN01,2013-08-08,Campinas,Câmara Municipal de Campinas,Não Mencionada,,Gov. Municipal,,passe_livre,instauração_de_cpi,Local,1,Bairros,200,2013-08-08,,,,Ocupação de Órgão Público,NM,Sim,Sim,Sim,Sim,NM,NM
20130809FSPC09_1,20130808OCUP02,2013-08-08,São Paulo,Aeroporto de Congonhas,Trabalhadores,,Patronato,Comércio e Serviço,contra_demissões,,Local,1,Bairros,99,2013-08-08,Sindicato Nacional dos Aeronautas,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20130809FSPC11_1,20130808OCUP03,2013-08-08,São Paulo,Hospital Sírio-Libanês,Trabalhadores,,Patronato,Saúde,melhores_condições_de_trabalho,,Local,1,Bairros,70,2013-08-08,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130810FSPA18_1,20130809NMEN01,2013-08-09,Rio de Janeiro,Câmara Municipal do Rio de Janeiro,Não Mencionada,,Gov. Municipal,,pedido_para_vereador_do_psol_ser_presidente_da_CPI_dos_onibus,,Local,1,Bairros,99,,,,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20130810FSPC06_1,20130808OCUP04,2013-08-08,Campinas,Campinas,Trabalhadores,,Patronato,Comércio e Serviço,questionam_coparticipação_em_plano_de_saúde,,Local,1,Cidades,99,2013-08-09,,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20130810FSPC07_1,20130809IDEN01,2013-08-09,São Paulo,Faculdade de Direito da USP,Estudante,,Reitoria/Direção de Escola,,baixa_quantidade_de_disciplinas_e_vagas,,Local,1,Bairros,400,,,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20130810FSPC08_1,20130809POLI01,2013-08-09,São Paulo,"Itaquera, República e Butantã",Ambientalistas,,Gov. Municipal,,infraestrutura_que_respeite_os_direitos_dos_pedestres,,Local,3,Bairros,99,2013-08-09,Greenpeace,,,Intervenção Artistíca/Simbólica,NM,NM,NM,NM,NM,NM,NM
20130812FSPB06_1,20130811NMEN01,2013-08-11,Recife,Recife,Não Mencionada,,Judiciário,,contra_bloqueio_de_contas_da_TelexFree,,Local,1,Bairros,99,2013-08-11,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130813FSPA09_1,20130812OCUP01,2013-08-12,Rio de Janeiro,Palácio Guanabara,Trabalhadores,,Gov. Estadual,Educação,reposicao_salarial,fora_cabral,Municipal,1,Ocupações,300,2013-08-12,,,,Ocupação de Órgão Público,NM,Sim,Sim,Sim,NM,NM,NM
20130813FSPA09_2,20130808OCUP05,2013-08-08,Rio de Janeiro,Camara,Trabalhadores,,Gov. Estadual,Educação,contra_escolha_de_vereador_para_presidir_a_cpi_dos_onibus,renúncia_do_governador_Cabral,Local,1,Instituição,99,,,,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20130813FSPC03_1,20130812OCUP02,2013-08-12,SP,SP,Trabalhadores,,GOV. Estadual,Educação,equiparação_salarial_com_usp,,Estadual,11,Cidades,782,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130814FSPC06_1,20130813POLI01,2013-08-13,Rio de Janeiro,Assembleia Legislativa do Rio de Janeiro,Ativistas de Direitos Humanos,,Outros Grupos da Sociedade,,para_lembrar_desaparecidos,,Local,1,Bairros,99,2013-08-13,Rio da Paz,,,Intervenção Artistíca/Simbólica,NM,NM,NM,NM,NM,NM,NM
20130814FSPC08_1,20130813BSHT01,2013-08-13,São Paulo,Hospital Sírio-Libanês,Trabalhadores,Estudante,Gov. Federal,Saúde,melhores_condições_de_trabalho,melhor_atendimento_no_sus,Local,1,Bairros,50,2013-08-13,Fórum Popular de Saúde,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,NM,NM,NM
20130815FSPA08_1,20130814NMEN01,2013-08-14,São Paulo,Vale do Anhangabaú,Não Mencionada,,Gov. Municipal,,Protestar_por_passe_livre,contra_cartel_do_metro_e_cptm,Nacional,2,Capitais,3200,2013-08-14,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,Sim,Sim,NM
20130815FSPA08_2,20130814OCUP01,2013-08-14,São Paulo,Assembleia Legislativa de São Paul,Trabalhadores,,Gov. Estadual,Indústria,instauração_de_cpi_do_cartel,,Local,1,Bairros,600,2013-08-14,,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,NM,Sim,NM
20130815FSPA10_1,20130814NMEN02,2013-08-14,São Paulo,Câmara Municipal de São Paulo,Não Mencionada,,Gov. Municipal,,Protestar_por_passe_livre,,Nacional,2,Estados,330,2013-08-14,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,NM,Sim,NM
20130815FSPA11_1,20130814OCUP02,2013-08-14,Rio de Janeiro,Palácio do Guanabara,Trabalhadores,,Gov. Estadual,Educação,renúncia_do_governador_Cabral,,Local,1,Bairros,200,,,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,Sim,NM,NM
20130815FSPA11_2,20130814TERR01,2013-08-14,Rio de Janeiro,Autoestrada_lagoa_barra,Moradores,,Gov. Municipal,,Protestar_contra_desaparecimento_de_amarildo,,Local,1,Via Pública e Estradas,99,2013-08-14,,,,Bloqueio de Estradas/Piquete,NM,NM,Sim,NM,NM,NM,NM
20130815FSPA11_3,20130814NMEN01,2013-08-14,Porto Alegre,Centro,Não Mencionada,,Gov. Municipal,,Protestar_por_passe_livre,contra_cartel_do_metro_e_cptm,Nacional,2,Capitais,3200,2013-08-14,Movimento Bloco de Luta pelo Transporte Público,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130815FSPA11_4,20130814NMEN02,2013-08-14,Manaus,Manaus,Não Mencionada,,Gov. Municipal,,Protestar_por_passe_livre,,Nacional,2,Estados,330,2013-08-14,Movimento Passe Livre,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,nm
20130815FSPA11_5,20130814NMEN03,2013-08-14,Curitiba,Curitiba,Não Mencionada,,Gov. Municipal,,Protestar_por_passe_livre,,Local,2,Estados,5,2013-08-14,Movimento Passe Livre,,,Passeata/Marcha/Ato,NM,nm,NM,NM,NM,NM,NM
20130816FSPA10_1,20130815IDEN01,2013-08-15,São Paulo,praça Roosevelt,Estudante,,Polícia/Guarda,,contra_repressão_policial,,Local,1,Bairros,99,2013-08-15,,,,Passeata/Marcha/Ato,Não,Não,NM,NM,Não,Não,Não
20130816FSPA11_1,20130815NMEN01,2013-08-15,Rio de Janeiro,av Rio Branco,Não Mencionada,,Gov. Estadual,,contra_cpi_dos_ônibus,,Local,1,Bairros,99,2013-08-15,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130816FSPC09_1,20130815TERR01,2013-08-15,São Paulo,centro de SP,Moradores,,Gov. Municipal,,contra_construção_de_torres,construção_de_parque,Local,1,Bairros,99,2013-08-15,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130817FSPC06_1,20130816OCUP01,2013-08-16,Rio Grande do Norte,Rio Grande do Norte,Trabalhadores,,Gov. Estadual,Administração Pública,reajuste_salarial,,Estadual,1,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,Sim,NM,NM
20130817FSPC07_1,20130816BSHT01,2013-08-16,São Paulo,consultório de secretário da saúde,Trabalhadores,Estudante,GOV. Estadual,Saúde,contra_novo_secrtário_da_saúde,,Local,1,Bairros,30,2013-08-16,Fórum Popular de Saúde,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130819FSPA06_1,20130818NMEN01,2013-08-18,Brasília,residência de senador Renan Calheiros,Não Mencionada,,Personalidades/Indivíduos Públicos,,renúncia_de_senador_Renan_Calheiros,,Local,1,Bairros,99,,,,,Ocupação de Espaço Público,NM,NM,Sim,NM,NM,NM,NM
20130819FSPA10_1,20130818POLI01,2013-08-18,Rio de Janeiro,orla,Ambientalistas,,Outros Grupos da Sociedade,,aumento_da_pena_para_quem_maltrata_animais,,Local,1,Bairros,200,2013-08-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130820FSPA11_1,20130819NMEN01,2013-08-19,Rio de Janeiro,Avenida_Rio_Branco,Não Mencionada,,Outros Grupos da Sociedade,,nada_consta,,Local,1,Via Pública e Estradas,100,2013-08-19,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,Sim,NM,NM
20130820FSPA11_2,20130812OCUP01,2013-08-12,Rio de Janeiro,Arredores_da_casa_de_cabral,Trabalhadores,,Gov. Estadual,Educação,reajuste_salarial,fora_cabral,Municipal,1,Ocupações,300,2013-08-19,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130820FSPC03_2,20130819OCUP02,2013-08-19,BR,BR,Trabalhadores,,Gov. Federal,Forças de segurança e familiares,reajuste_salarial,melhores_condições_de_salário,Nacional,7,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20130821FSPA10_1,20130820OCUP01,2013-08-20,Brasília,Câmara dos Deputados,Trabalhadores,,Legislativo,Profissional Liberal,discussão_do_veto_ao_ato_médico,reajuste_salarial,Local,1,Bairros,500,2013-08-20,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130821FSPA13_1,20130820NMEN01,2013-08-20,São Paulo,centro de São Paulo,Não Mencionada,,Gov. Estadual,,contra_governador_alckmin,instauração_de_cpi_do_cartel,Local,1,Bairros,30,2013-08-20,Black Blocs,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,NM,Sim,NM
20130821FSPC06_1,20130820TERR01,2013-08-20,São Sebastião,São Sebastião,Moradores,,Gov. Municipal,,contra_reintegração_de_posse,,Local,1,Bairros,99,2013-08-20,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130821FSPC07_1,20130820TERR02,2013-08-20,São Paulo,São Paulo,Sem Teto,,Gov. Municipal,,contra_reintegração_de_posse,,Local,1,Bairros,99,2013-08-20,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130821FSPC08_1,20130820OCUP02,2013-08-20,São Paulo,Lapa,Trabalhadores,,Gov. Municipal,Forças de segurança e familiares,melhores_condições _de_trabalho,,Local,1,Bairros,100,2013-08-20,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130822FSPA11_1,20130809NMEN01,2013-08-09,Rio de Janeiro,Camara_Municipal_do_Rio,Não Mencionada,,Gov. Estadual,,pedido_para_vereador_do_psol_ser_presidente_da_CPI_dos_onibus,,Local,1,Bairros,99,2013-08-21,,,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20130822FSPA11_2,20130821OCUP01,2013-08-21,Rio de Janeiro,Rio de Janeiro,Trabalhadores,,Gov. Estadual,Educação,reajuste_salarial,,Local,1,Bairros,300,2013-08-21,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130822FSPA11_3,20130821OCUP02,2013-08-21,Rio Grande do Norte,arredores da casa da governadora,Trabalhadores,,Gov. Estadual,Administração Pública,reajuste_salarial,investimento_em_infraestrutura,Local,1,Bairros,300,2013-08-21,,,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20130823FSPA14_1,20130822IDEN01,2013-08-22,São Paulo,Câmara Municipal de SP,Negros,,Gov. Municipal,,contra_bancada_de_militares,,Local,1,Bairros,500,2013-08-22,Movimento Nacional Quilombo Raça e Classe,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130823FSPA14_2,20130822TERR01,2013-08-22,Rio de Janeiro,Rocinha,Moradores,,Outros Grupos da Sociedade,,contra_morte_de_jovens_negros_na_favela,justiça_para_amarildo,Local,1,Bairros,150,2013-08-22,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130823FSPC06_1,20130822OCUP01,2013-08-22,São Paulo,São Paulo,Trabalhadores,,Gov. Municipal,Autônomo/Conta Própria,reajuste_salarial,,Local,1,Bairros,99,2013-08-22,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20130824FSPA18_1,20130823NMEN01,2013-08-23,São Paulo,sede da Veja,Não Mencionada,,Outros Grupos da Sociedade,,contra_revista_veja,,Local,1,Bairros,200,2013-08-23,,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,Sim,NM,NM
20130828FSPA09_1,20130827NMEN01,2013-08-27,Rio de Janeiro,Largo do Machado,Não Mencionada,,Gov. Estadual,,contra_governador_Cabral,,Local,1,Bairros,60,2013-08-27,Black Blocs,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,NM,NM,NM
20130828FSPA09_2,20130827OCUP01,2013-08-27,Rio de Janeiro,Assembleia Legislativa,Trabalhadores,,Gov. Estadual,Educação,reajuste_salarial,,Local,1,Bairros,99,2013-08-27,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130829FSPC05_1,20130828TERR01,2013-08-28,São Paulo,Palácio dos Bandeirantes,Sem Teto,,Gov. Estadual,,mais_moradia_à_população_carente,,Local,1,Bairros,99,2013-08-28,Frente de Luta por Moradia,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPA12_1,20130830NMEN01,2013-08-30,São Paulo,sede da rede Globo,Não Mencionada,,Outros Grupos da Sociedade,,contra_rede_globo,pela_democratização_da_mídia,Local,1,Bairros,150,2013-08-30,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Não,Não,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,Belo Horizonte,belo_horizonte,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,Campinas,campinas,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,Canoas,canoas,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,Fortaleza do Tabocão,fortaleza,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,Porto Alegre do Tocantins,porto_alegre,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,Salvador,salvador,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,Santos,santos,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,São Luis,sao_luis,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_1,20130830OCUP01,2013-08-30,São Paulo,sao_paulo,Trabalhadores,,Sociedade,Não Identificado,dia_nacional_de_lutas,fim_do_fator_previdenciário_e_redução_da_jornada,Local,9,Cidades,99,2013-08-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_2,20130830OCUP02,2013-08-30,São Paulo,praça da República,Trabalhadores,,Gov. Estadual,Educação,jornada_do_piso,,Local,1,Bairros,99,2013-08-30,Sindicato dos Professores do Ensino Oficial do Estado de São Paulo,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130831FSPC06_3,20130830BSHT03,2013-08-30,São Paulo,USP,Trabalhadores,Estudante,Gov. Estadual,Educação,contra_governador_geraldo_alckmin,,Local,1,Bairros,99,2013-08-30,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20130901FSPA11_1,20130831BSHT01,2013-08-31,BR,intenet,LGBT,Estudante,Legislativo,,pela_reforma_politica,,Nacional,99,Estados,159000,,Eleições Limpas,União Nacional dos Estudantes,Federação Nacional dos Jornalistas,Abaixo-Assinado,NM,NM,NM,NM,NM,NM,NM
20130901FSPA14_1,20130831IDEN01,2013-08-31,São Paulo,Praça da república,Mulheres,,Outros Grupos da Sociedade,,Pelos direitos das mulheres,,Local,1,Capitais,800,2013-08-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130901FSPA16_1,20130831IDEN01,2013-08-31,São Paulo,praca_da_republica,Mulheres,,Outros Grupos da Sociedade,,Pelos direitos das mulheres,,Local,1,Capitais,800,2013-08-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130902FSPA08_1,20130830TERR01,2013-08-30,Araçatuba,fazenda_santa_cecilia,Sem Terra,,Gov. Federal,,reforma_agraria,,Estadual,6,Cidades,1050,,Movimento dos Trabalhadores Rurais Sem Terra,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20130902FSPA08_1,20130830TERR01,2013-08-30,Penápolis,fazenda_sao_jose,Sem Terra,,Gov. Federal,,reforma_agraria,,Estadual,6,Cidades,1050,,Movimento dos Trabalhadores Rurais Sem Terra,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20130902FSPA08_1,20130830TERR01,2013-08-30,São Paulo,itapevi,Sem Terra,,Gov. Federal,,reforma_agraria,,Estadual,6,Cidades,1050,,Movimento dos Trabalhadores Rurais Sem Terra,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20130902FSPA08_1,20130830TERR01,2013-08-30,Serrano,fazenda_marinapolis,Sem Terra,,Gov. Federal,,reforma_agraria,,Estadual,6,Cidades,1050,,Movimento dos Trabalhadores Rurais Sem Terra,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20130902FSPA08_1,20130830TERR01,2013-08-30,Sud Mennucci,fazenda_sao_joao,Sem Terra,,Gov. Federal,,reforma_agraria,,Estadual,6,Cidades,1050,,Movimento dos Trabalhadores Rurais Sem Terra,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20130902FSPC06_1,20130901TERR01,2013-09-01,São Paulo,Morumbi,Moradores,,Gov. Municipal,,menos_violencia_no_bairo_do_morumbi,,Local,1,Capitais,300,2013-09-01,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130903FSPC06_1,20130902BSHT01,2013-09-02,São Paulo,bairros,Trabalhadores,Sem Teto,Patronato,Comércio e Serviço,contra_atraso_nos_pagamentos,,Municipal,99,Bairros,99,,,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20130903FSPC06_1,20130902BSHT01,2013-09-02,São Paulo,sao_paulo,Trabalhadores,Sem Teto,Patronato,Comércio e Serviço,contra_atraso_nos_pagamentos,,Municipal,99,Bairros,99,,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20130904FSPA11_1,20130903NMEN01,2013-09-03,São Paulo,av_rio_branco,Não Mencionada,,Legislativo,,contra_a_decisao_que_proibe_uso_de_mascaras_em_manifestacoes,,Local,1,Bairros,99,2013-09-03,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,Sim,NM,NM
20130904FSPA11_2,20130903OCUP01,2013-09-03,Brasília,ccj,Trabalhadores,,Legislativo,Diversificado,contra_terceirizacao_das_atividades_fim,,Local,1,Bairros,20,2013-09-03,Central Única dos Trabalhadores,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,NM,Sim,NM
20130904FSPC06_1,20130903NMEN02,2013-09-03,Rio de Janeiro,central_do_brasil,Não Mencionada,,Gov. Municipal,,contra_falhas_mecanicas_no_trem,,Municipal,99,Bairros,99,2013-09-03,,,,Depredação,NM,NM,NM,NM,Não,Não,NM
20130904FSPC07_1,20130903POLI01,2013-09-03,São Paulo,camara,Ativistas de Direitos Humanos,,Legislativo,,contra_aprovacao_de_homenagem_a_pms_da_rota,,Local,1,Bairros,5,2013-09-03,,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,NM,NM,NM
20130905FSPA09_1,20130904BSHT01,2013-09-04,São Paulo,lapa,Militantes de Partidos,Atingidos por Barragem,Gov. Estadual,,contra_fraude_no_metro,,Municipal,99,Bairros,700,2013-09-04,Levante Popular da Juventude,Movimento dos Atingidos por Barragem,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20130905FSPC07_1,20130904OCUP01,2013-09-04,São Paulo,bairros,Trabalhadores,,Patronato,Comércio e Serviço,contra_atraso_no_pagamento,,Municipal,99,Bairros,99,,,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20130906FSPA11_1,20130905POLI01,2013-09-05,São Paulo,estacao_paiso,Militantes de Partidos,,Gov. Estadual,,contra_lei_que_proibe_mascarados,contra_alckmin,Local,1,Bairros,30,2013-09-05,Black Blocs,,,Passeata/Marcha/Ato,Sim,Sim,Não,NM,NM,NM,NM
20130906FSPA11_2,20130905BSHT01,2013-09-05,São Paulo,av_paulista,Trabalhadores,Sem Terra,Gov. Federal,Diversificado,contra_leilao_de_petroleo,,Local,1,Bairros,2500,2013-09-05,Central Única dos Trabalhadores,Movimento dos Trabalhadores Rurais Sem Terra,Central Geral dos Trabalhadores do Brasil,Bloqueio de Estradas/Piquete,NM,NM,Sim,NM,Sim,NM,NM
20130906FSPC08_1,20130905NMEN01,2013-09-05,Cosmópolis,praca_de_pedagio,Não Mencionada,,Gov. Estadual,,contra_preco_do_pedagio,,Local,1,Bairros,99,2013-09-05,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20130907FSPA14_1,20130906POLI01,2013-09-06,Rio de Janeiro,tj,Militantes de Partidos,,Judiciário,,contra_prisao_de_admistradores_das_paginas_black_blocs_no_facebook,,Local,1,Bairros,100,2013-09-06,Black Blocs,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,NM,Sim,NM
20130907FSPA14_2,20130723POLI01,2013-07-23,Rio de Janeiro,esquina_da_casa_de_cabral,Militantes de Partidos,,Gov. Estadual,,contra_cabral,,Local,1,Bairros,20,2013-09-06,,,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20130907FSPA19_1,20130906NMEN01,2013-09-06,BR,internet,Não Mencionada,,Personalidades/Indivíduos Públicos,,apoio_a_genoio,,Nacional,99,Estados,922,,,,,Abaixo-Assinado,NM,NM,NM,NM,NM,NM,NM
